id,value,student_id,remarkable_type,remarkable_id,created_at,updated_at
77503,5.6,77504,Course,228,2022-03-03 10:14:35.714584,2022-03-03 10:14:35.714584
77504,4.9,77505,Course,228,2022-03-03 10:14:36.916893,2022-03-03 10:14:36.916893
77505,7.4,77506,Course,228,2022-03-03 10:14:38.117273,2022-03-03 10:14:38.117273
77506,3.5,77507,Course,228,2022-03-03 10:14:39.288323,2022-03-03 10:14:39.288323
77507,7.1,77508,Course,228,2022-03-03 10:14:40.493139,2022-03-03 10:14:40.493139
77508,3.1,77509,Course,228,2022-03-03 10:14:41.613688,2022-03-03 10:14:41.613688
77509,1.5,77510,Course,228,2022-03-03 10:14:42.76962,2022-03-03 10:14:42.76962
77510,5.5,77511,Course,228,2022-03-03 10:14:43.896757,2022-03-03 10:14:43.896757
77511,5.5,77512,Course,228,2022-03-03 10:14:45.153428,2022-03-03 10:14:45.153428
77512,2.3,77513,Course,228,2022-03-03 10:14:46.339567,2022-03-03 10:14:46.339567
77513,6.1,77514,Course,228,2022-03-03 10:14:47.515439,2022-03-03 10:14:47.515439
77514,6.6,77515,Course,228,2022-03-03 10:14:48.62886,2022-03-03 10:14:48.62886
77515,1.2,77516,Course,228,2022-03-03 10:14:49.992075,2022-03-03 10:14:49.992075
77516,6.8,77517,Course,228,2022-03-03 10:14:51.144774,2022-03-03 10:14:51.144774
77517,9.8,77518,Course,228,2022-03-03 10:14:52.318228,2022-03-03 10:14:52.318228
77518,6.5,77519,Course,228,2022-03-03 10:14:53.491936,2022-03-03 10:14:53.491936
77519,6.8,77520,Course,228,2022-03-03 10:14:54.666964,2022-03-03 10:14:54.666964
77520,9.2,77521,Course,228,2022-03-03 10:14:55.90269,2022-03-03 10:14:55.90269
77521,8.3,77522,Course,228,2022-03-03 10:14:57.130699,2022-03-03 10:14:57.130699
77522,9.1,77523,Course,228,2022-03-03 10:14:58.350982,2022-03-03 10:14:58.350982
77523,3.2,77524,Course,228,2022-03-03 10:14:59.548704,2022-03-03 10:14:59.548704
77524,2.5,77525,Course,228,2022-03-03 10:15:00.834358,2022-03-03 10:15:00.834358
76639,4.3,76640,Course,219,2022-03-03 09:57:20.239714,2022-03-03 09:57:20.239714
76640,1.7,76641,Course,219,2022-03-03 09:57:21.393876,2022-03-03 09:57:21.393876
76641,0.3,76642,Course,219,2022-03-03 09:57:22.563636,2022-03-03 09:57:22.563636
76642,7.9,76643,Course,219,2022-03-03 09:57:23.680996,2022-03-03 09:57:23.680996
76643,6.3,76644,Course,219,2022-03-03 09:57:24.865477,2022-03-03 09:57:24.865477
76644,7.3,76645,Course,219,2022-03-03 09:57:26.043773,2022-03-03 09:57:26.043773
76645,2.5,76646,Course,219,2022-03-03 09:57:27.292523,2022-03-03 09:57:27.292523
76646,7.4,76647,Course,219,2022-03-03 09:57:28.446369,2022-03-03 09:57:28.446369
76647,0.7,76648,Course,219,2022-03-03 09:57:29.656391,2022-03-03 09:57:29.656391
76648,3.6,76649,Course,219,2022-03-03 09:57:30.836831,2022-03-03 09:57:30.836831
76649,8.0,76650,Course,219,2022-03-03 09:57:32.039072,2022-03-03 09:57:32.039072
76650,0.3,76651,Course,219,2022-03-03 09:57:33.194676,2022-03-03 09:57:33.194676
76651,9.0,76652,Course,219,2022-03-03 09:57:34.366747,2022-03-03 09:57:34.366747
76652,3.6,76653,Course,219,2022-03-03 09:57:35.523759,2022-03-03 09:57:35.523759
76653,1.4,76654,Course,219,2022-03-03 09:57:36.75324,2022-03-03 09:57:36.75324
76654,5.2,76655,Course,219,2022-03-03 09:57:37.926152,2022-03-03 09:57:37.926152
76655,8.7,76656,Course,219,2022-03-03 09:57:39.144244,2022-03-03 09:57:39.144244
76656,5.1,76657,Course,219,2022-03-03 09:57:40.365287,2022-03-03 09:57:40.365287
76657,9.8,76658,Course,219,2022-03-03 09:57:41.619921,2022-03-03 09:57:41.619921
76658,4.0,76659,Course,219,2022-03-03 09:57:42.756677,2022-03-03 09:57:42.756677
76659,6.6,76660,Course,219,2022-03-03 09:57:43.953203,2022-03-03 09:57:43.953203
76660,6.6,76661,Course,219,2022-03-03 09:57:45.119219,2022-03-03 09:57:45.119219
76661,2.2,76662,Course,219,2022-03-03 09:57:46.272215,2022-03-03 09:57:46.272215
76662,3.1,76663,Course,219,2022-03-03 09:57:47.499296,2022-03-03 09:57:47.499296
76663,9.9,76664,Course,219,2022-03-03 09:57:48.707552,2022-03-03 09:57:48.707552
76664,8.6,76665,Course,219,2022-03-03 09:57:49.943862,2022-03-03 09:57:49.943862
76665,8.5,76666,Course,219,2022-03-03 09:57:51.06344,2022-03-03 09:57:51.06344
76666,6.0,76667,Course,219,2022-03-03 09:57:52.2477,2022-03-03 09:57:52.2477
76667,9.3,76668,Course,219,2022-03-03 09:57:53.42519,2022-03-03 09:57:53.42519
76668,1.4,76669,Course,219,2022-03-03 09:57:54.595003,2022-03-03 09:57:54.595003
76669,8.2,76670,Course,219,2022-03-03 09:57:55.742206,2022-03-03 09:57:55.742206
76670,6.7,76671,Course,219,2022-03-03 09:57:56.97564,2022-03-03 09:57:56.97564
76671,4.6,76672,Course,219,2022-03-03 09:57:58.249589,2022-03-03 09:57:58.249589
76672,3.8,76673,Course,219,2022-03-03 09:57:59.440587,2022-03-03 09:57:59.440587
76673,9.2,76674,Course,219,2022-03-03 09:58:00.600666,2022-03-03 09:58:00.600666
76674,1.2,76675,Course,219,2022-03-03 09:58:01.821426,2022-03-03 09:58:01.821426
76675,3.4,76676,Course,219,2022-03-03 09:58:03.152853,2022-03-03 09:58:03.152853
76676,0.7,76677,Course,219,2022-03-03 09:58:04.392388,2022-03-03 09:58:04.392388
76677,5.4,76678,Course,220,2022-03-03 09:58:05.63027,2022-03-03 09:58:05.63027
76678,4.8,76679,Course,220,2022-03-03 09:58:06.806468,2022-03-03 09:58:06.806468
76679,0.2,76680,Course,220,2022-03-03 09:58:07.991096,2022-03-03 09:58:07.991096
76680,8.9,76681,Course,220,2022-03-03 09:58:09.125854,2022-03-03 09:58:09.125854
76681,5.4,76682,Course,220,2022-03-03 09:58:10.382362,2022-03-03 09:58:10.382362
76682,4.1,76683,Course,220,2022-03-03 09:58:11.555458,2022-03-03 09:58:11.555458
76683,5.0,76684,Course,220,2022-03-03 09:58:12.75571,2022-03-03 09:58:12.75571
76684,7.1,76685,Course,220,2022-03-03 09:58:14.01445,2022-03-03 09:58:14.01445
76685,2.4,76686,Course,220,2022-03-03 09:58:15.177266,2022-03-03 09:58:15.177266
76686,4.9,76687,Course,220,2022-03-03 09:58:16.333532,2022-03-03 09:58:16.333532
76687,9.6,76688,Course,220,2022-03-03 09:58:17.500124,2022-03-03 09:58:17.500124
76688,8.6,76689,Course,220,2022-03-03 09:58:18.681719,2022-03-03 09:58:18.681719
76689,5.4,76690,Course,220,2022-03-03 09:58:19.915115,2022-03-03 09:58:19.915115
76690,5.2,76691,Course,220,2022-03-03 09:58:21.080416,2022-03-03 09:58:21.080416
76691,1.0,76692,Course,220,2022-03-03 09:58:22.210362,2022-03-03 09:58:22.210362
76692,2.4,76693,Course,220,2022-03-03 09:58:23.381545,2022-03-03 09:58:23.381545
76693,8.8,76694,Course,220,2022-03-03 09:58:24.577949,2022-03-03 09:58:24.577949
76694,0.9,76695,Course,220,2022-03-03 09:58:25.791622,2022-03-03 09:58:25.791622
76695,3.3,76696,Course,220,2022-03-03 09:58:26.942926,2022-03-03 09:58:26.942926
76696,7.1,76697,Course,220,2022-03-03 09:58:28.120906,2022-03-03 09:58:28.120906
76697,8.2,76698,Course,220,2022-03-03 09:58:29.284225,2022-03-03 09:58:29.284225
76698,0.5,76699,Course,220,2022-03-03 09:58:30.531384,2022-03-03 09:58:30.531384
76699,3.2,76700,Course,220,2022-03-03 09:58:31.715266,2022-03-03 09:58:31.715266
76700,4.1,76701,Course,220,2022-03-03 09:58:32.910827,2022-03-03 09:58:32.910827
76701,7.6,76702,Course,220,2022-03-03 09:58:34.08006,2022-03-03 09:58:34.08006
76702,9.4,76703,Course,220,2022-03-03 09:58:35.251082,2022-03-03 09:58:35.251082
76703,1.0,76704,Course,220,2022-03-03 09:58:36.466744,2022-03-03 09:58:36.466744
76704,8.3,76705,Course,220,2022-03-03 09:58:37.615513,2022-03-03 09:58:37.615513
76705,3.4,76706,Course,220,2022-03-03 09:58:38.858787,2022-03-03 09:58:38.858787
76706,5.3,76707,Course,220,2022-03-03 09:58:40.182697,2022-03-03 09:58:40.182697
76707,8.7,76708,Course,220,2022-03-03 09:58:41.361809,2022-03-03 09:58:41.361809
76708,9.0,76709,Course,220,2022-03-03 09:58:42.553308,2022-03-03 09:58:42.553308
76709,7.1,76710,Course,220,2022-03-03 09:58:43.759772,2022-03-03 09:58:43.759772
76710,9.9,76711,Course,220,2022-03-03 09:58:44.948253,2022-03-03 09:58:44.948253
76711,7.3,76712,Course,220,2022-03-03 09:58:46.14107,2022-03-03 09:58:46.14107
76712,5.8,76713,Course,220,2022-03-03 09:58:47.32668,2022-03-03 09:58:47.32668
76713,4.8,76714,Course,220,2022-03-03 09:58:48.511146,2022-03-03 09:58:48.511146
76714,8.2,76715,Course,220,2022-03-03 09:58:49.654411,2022-03-03 09:58:49.654411
76715,4.3,76716,Course,220,2022-03-03 09:58:50.835572,2022-03-03 09:58:50.835572
76716,6.4,76717,Course,220,2022-03-03 09:58:51.971139,2022-03-03 09:58:51.971139
76717,3.1,76718,Course,220,2022-03-03 09:58:53.156897,2022-03-03 09:58:53.156897
76718,8.1,76719,Course,220,2022-03-03 09:58:54.322898,2022-03-03 09:58:54.322898
76719,2.9,76720,Course,220,2022-03-03 09:58:55.517306,2022-03-03 09:58:55.517306
76720,8.3,76721,Course,220,2022-03-03 09:58:56.699986,2022-03-03 09:58:56.699986
76721,9.5,76722,Course,220,2022-03-03 09:58:57.840557,2022-03-03 09:58:57.840557
76722,4.0,76723,Course,220,2022-03-03 09:58:59.06022,2022-03-03 09:58:59.06022
76723,5.6,76724,Course,220,2022-03-03 09:59:00.197947,2022-03-03 09:59:00.197947
76724,5.9,76725,Course,220,2022-03-03 09:59:01.432958,2022-03-03 09:59:01.432958
76725,4.8,76726,Course,220,2022-03-03 09:59:02.684775,2022-03-03 09:59:02.684775
76726,5.5,76727,Course,220,2022-03-03 09:59:03.894677,2022-03-03 09:59:03.894677
76727,5.5,76728,Course,220,2022-03-03 09:59:05.071229,2022-03-03 09:59:05.071229
76728,7.2,76729,Course,220,2022-03-03 09:59:06.36016,2022-03-03 09:59:06.36016
76729,9.7,76730,Course,220,2022-03-03 09:59:07.53575,2022-03-03 09:59:07.53575
76730,4.9,76731,Course,220,2022-03-03 09:59:08.871451,2022-03-03 09:59:08.871451
76731,2.4,76732,Course,220,2022-03-03 09:59:10.043233,2022-03-03 09:59:10.043233
76732,1.0,76733,Course,220,2022-03-03 09:59:11.240644,2022-03-03 09:59:11.240644
76733,5.8,76734,Course,220,2022-03-03 09:59:12.461269,2022-03-03 09:59:12.461269
76734,2.3,76735,Course,220,2022-03-03 09:59:13.590871,2022-03-03 09:59:13.590871
76735,2.2,76736,Course,220,2022-03-03 09:59:14.833626,2022-03-03 09:59:14.833626
76736,6.1,76737,Course,220,2022-03-03 09:59:15.925442,2022-03-03 09:59:15.925442
76737,8.3,76738,Course,220,2022-03-03 09:59:17.14155,2022-03-03 09:59:17.14155
76738,3.8,76739,Course,220,2022-03-03 09:59:18.288846,2022-03-03 09:59:18.288846
76739,5.8,76740,Course,220,2022-03-03 09:59:19.627505,2022-03-03 09:59:19.627505
76740,9.0,76741,Course,220,2022-03-03 09:59:20.772474,2022-03-03 09:59:20.772474
76741,2.3,76742,Course,220,2022-03-03 09:59:21.958056,2022-03-03 09:59:21.958056
76742,1.9,76743,Course,220,2022-03-03 09:59:23.115289,2022-03-03 09:59:23.115289
76743,1.9,76744,Course,220,2022-03-03 09:59:24.384324,2022-03-03 09:59:24.384324
76744,9.3,76745,Course,220,2022-03-03 09:59:25.556888,2022-03-03 09:59:25.556888
76745,7.4,76746,Course,220,2022-03-03 09:59:26.770388,2022-03-03 09:59:26.770388
76746,2.3,76747,Course,220,2022-03-03 09:59:27.94979,2022-03-03 09:59:27.94979
76747,4.4,76748,Course,220,2022-03-03 09:59:29.102139,2022-03-03 09:59:29.102139
76748,6.4,76749,Course,220,2022-03-03 09:59:30.257307,2022-03-03 09:59:30.257307
76749,5.8,76750,Course,220,2022-03-03 09:59:31.359101,2022-03-03 09:59:31.359101
76750,2.1,76751,Course,220,2022-03-03 09:59:32.5124,2022-03-03 09:59:32.5124
76751,7.7,76752,Course,220,2022-03-03 09:59:33.661038,2022-03-03 09:59:33.661038
76752,6.9,76753,Course,220,2022-03-03 09:59:34.877413,2022-03-03 09:59:34.877413
76753,7.5,76754,Course,220,2022-03-03 09:59:36.027616,2022-03-03 09:59:36.027616
76754,0.0,76755,Course,220,2022-03-03 09:59:37.30236,2022-03-03 09:59:37.30236
76755,9.1,76756,Course,220,2022-03-03 09:59:38.431326,2022-03-03 09:59:38.431326
76756,9.2,76757,Course,220,2022-03-03 09:59:39.667239,2022-03-03 09:59:39.667239
76757,3.7,76758,Course,220,2022-03-03 09:59:40.863949,2022-03-03 09:59:40.863949
76758,6.9,76759,Course,220,2022-03-03 09:59:42.069003,2022-03-03 09:59:42.069003
76759,2.2,76760,Course,220,2022-03-03 09:59:43.298301,2022-03-03 09:59:43.298301
76760,9.8,76761,Course,220,2022-03-03 09:59:44.588301,2022-03-03 09:59:44.588301
76761,9.8,76762,Course,220,2022-03-03 09:59:45.734324,2022-03-03 09:59:45.734324
76762,5.7,76763,Course,220,2022-03-03 09:59:46.922729,2022-03-03 09:59:46.922729
76763,9.0,76764,Course,220,2022-03-03 09:59:48.089506,2022-03-03 09:59:48.089506
76764,3.0,76765,Course,220,2022-03-03 09:59:49.245389,2022-03-03 09:59:49.245389
76765,2.2,76766,Course,220,2022-03-03 09:59:50.451171,2022-03-03 09:59:50.451171
76766,3.5,76767,Course,220,2022-03-03 09:59:51.601781,2022-03-03 09:59:51.601781
76767,7.8,76768,Course,220,2022-03-03 09:59:52.815448,2022-03-03 09:59:52.815448
76768,9.0,76769,Course,220,2022-03-03 09:59:53.990362,2022-03-03 09:59:53.990362
76769,7.5,76770,Course,220,2022-03-03 09:59:55.236898,2022-03-03 09:59:55.236898
76770,0.4,76771,Course,220,2022-03-03 09:59:56.368603,2022-03-03 09:59:56.368603
76771,7.4,76772,Course,220,2022-03-03 09:59:57.594411,2022-03-03 09:59:57.594411
76772,3.8,76773,Course,220,2022-03-03 09:59:58.824223,2022-03-03 09:59:58.824223
76773,9.5,76774,Course,220,2022-03-03 10:00:00.088498,2022-03-03 10:00:00.088498
76774,0.5,76775,Course,220,2022-03-03 10:00:01.244466,2022-03-03 10:00:01.244466
76775,7.3,76776,Course,220,2022-03-03 10:00:02.85555,2022-03-03 10:00:02.85555
76776,4.7,76777,Course,220,2022-03-03 10:00:04.082467,2022-03-03 10:00:04.082467
76777,8.8,76778,Course,221,2022-03-03 10:00:05.345392,2022-03-03 10:00:05.345392
76778,2.8,76779,Course,221,2022-03-03 10:00:06.610902,2022-03-03 10:00:06.610902
76779,10.0,76780,Course,221,2022-03-03 10:00:07.808911,2022-03-03 10:00:07.808911
76780,4.6,76781,Course,221,2022-03-03 10:00:09.0789,2022-03-03 10:00:09.0789
76781,0.0,76782,Course,221,2022-03-03 10:00:10.263481,2022-03-03 10:00:10.263481
76782,5.2,76783,Course,221,2022-03-03 10:00:11.455647,2022-03-03 10:00:11.455647
76783,7.9,76784,Course,221,2022-03-03 10:00:12.623281,2022-03-03 10:00:12.623281
76784,5.0,76785,Course,221,2022-03-03 10:00:13.817453,2022-03-03 10:00:13.817453
76785,4.2,76786,Course,221,2022-03-03 10:00:14.984867,2022-03-03 10:00:14.984867
76786,6.7,76787,Course,221,2022-03-03 10:00:16.164051,2022-03-03 10:00:16.164051
76787,1.5,76788,Course,221,2022-03-03 10:00:17.335688,2022-03-03 10:00:17.335688
76788,5.1,76789,Course,221,2022-03-03 10:00:18.48407,2022-03-03 10:00:18.48407
76789,1.7,76790,Course,221,2022-03-03 10:00:19.757794,2022-03-03 10:00:19.757794
77525,2.9,77526,Course,228,2022-03-03 10:15:02.17785,2022-03-03 10:15:02.17785
77526,1.8,77527,Course,228,2022-03-03 10:15:03.614443,2022-03-03 10:15:03.614443
77527,5.9,77528,Course,228,2022-03-03 10:15:04.925096,2022-03-03 10:15:04.925096
77528,8.6,77529,Course,228,2022-03-03 10:15:06.225042,2022-03-03 10:15:06.225042
77529,9.1,77530,Course,228,2022-03-03 10:15:07.477002,2022-03-03 10:15:07.477002
77530,4.2,77531,Course,228,2022-03-03 10:15:08.729612,2022-03-03 10:15:08.729612
77531,4.5,77532,Course,228,2022-03-03 10:15:10.027914,2022-03-03 10:15:10.027914
77532,7.7,77533,Course,228,2022-03-03 10:15:11.182959,2022-03-03 10:15:11.182959
77533,2.6,77534,Course,228,2022-03-03 10:15:12.344305,2022-03-03 10:15:12.344305
77534,3.6,77535,Course,228,2022-03-03 10:15:13.47568,2022-03-03 10:15:13.47568
77535,7.1,77536,Course,228,2022-03-03 10:15:14.65165,2022-03-03 10:15:14.65165
77536,3.7,77537,Course,228,2022-03-03 10:15:15.823059,2022-03-03 10:15:15.823059
77537,7.1,77538,Course,228,2022-03-03 10:15:16.995348,2022-03-03 10:15:16.995348
77538,8.4,77539,Course,228,2022-03-03 10:15:18.217979,2022-03-03 10:15:18.217979
77539,9.8,77540,Course,228,2022-03-03 10:15:19.376103,2022-03-03 10:15:19.376103
77540,6.8,77541,Course,228,2022-03-03 10:15:20.568944,2022-03-03 10:15:20.568944
77541,9.3,77542,Course,228,2022-03-03 10:15:21.747706,2022-03-03 10:15:21.747706
77542,6.8,77543,Course,228,2022-03-03 10:15:22.972595,2022-03-03 10:15:22.972595
77543,8.8,77544,Course,228,2022-03-03 10:15:24.133772,2022-03-03 10:15:24.133772
77544,9.1,77545,Course,228,2022-03-03 10:15:25.346146,2022-03-03 10:15:25.346146
77545,1.2,77546,Course,228,2022-03-03 10:15:26.528065,2022-03-03 10:15:26.528065
77546,1.4,77547,Course,228,2022-03-03 10:15:27.76881,2022-03-03 10:15:27.76881
77547,0.9,77548,Course,228,2022-03-03 10:15:28.896793,2022-03-03 10:15:28.896793
77548,2.1,77549,Course,228,2022-03-03 10:15:30.07835,2022-03-03 10:15:30.07835
77549,0.9,77550,Course,228,2022-03-03 10:15:31.293627,2022-03-03 10:15:31.293627
77550,8.1,77551,Course,228,2022-03-03 10:15:32.509582,2022-03-03 10:15:32.509582
77551,5.0,77552,Course,228,2022-03-03 10:15:33.674833,2022-03-03 10:15:33.674833
77552,8.6,77553,Course,228,2022-03-03 10:15:34.82587,2022-03-03 10:15:34.82587
77553,3.7,77554,Course,228,2022-03-03 10:15:36.022295,2022-03-03 10:15:36.022295
77554,1.8,77555,Course,228,2022-03-03 10:15:37.147528,2022-03-03 10:15:37.147528
77555,1.5,77556,Course,228,2022-03-03 10:15:38.32731,2022-03-03 10:15:38.32731
77556,3.9,77557,Course,228,2022-03-03 10:15:39.498064,2022-03-03 10:15:39.498064
77557,1.7,77558,Course,228,2022-03-03 10:15:40.748189,2022-03-03 10:15:40.748189
77558,7.6,77559,Course,228,2022-03-03 10:15:41.904226,2022-03-03 10:15:41.904226
77559,5.6,77560,Course,228,2022-03-03 10:15:43.087886,2022-03-03 10:15:43.087886
77560,0.4,77561,Course,228,2022-03-03 10:15:44.238364,2022-03-03 10:15:44.238364
77561,7.8,77562,Course,228,2022-03-03 10:15:45.45105,2022-03-03 10:15:45.45105
77562,4.5,77563,Course,228,2022-03-03 10:15:46.65574,2022-03-03 10:15:46.65574
77563,6.9,77564,Course,228,2022-03-03 10:15:47.810326,2022-03-03 10:15:47.810326
77564,5.5,77565,Course,228,2022-03-03 10:15:48.932293,2022-03-03 10:15:48.932293
77565,5.5,77566,Course,228,2022-03-03 10:15:50.138214,2022-03-03 10:15:50.138214
77566,2.5,77567,Course,228,2022-03-03 10:15:51.281076,2022-03-03 10:15:51.281076
77567,2.7,77568,Course,228,2022-03-03 10:15:52.493292,2022-03-03 10:15:52.493292
76790,2.4,76791,Course,221,2022-03-03 10:00:20.997771,2022-03-03 10:00:20.997771
76791,0.1,76792,Course,221,2022-03-03 10:00:22.20832,2022-03-03 10:00:22.20832
76792,6.5,76793,Course,221,2022-03-03 10:00:23.384158,2022-03-03 10:00:23.384158
76793,9.5,76794,Course,221,2022-03-03 10:00:24.594311,2022-03-03 10:00:24.594311
76794,9.4,76795,Course,221,2022-03-03 10:00:25.831762,2022-03-03 10:00:25.831762
76795,3.0,76796,Course,221,2022-03-03 10:00:27.097328,2022-03-03 10:00:27.097328
76796,0.2,76797,Course,221,2022-03-03 10:00:28.260302,2022-03-03 10:00:28.260302
76797,5.2,76798,Course,221,2022-03-03 10:00:29.473134,2022-03-03 10:00:29.473134
76798,0.7,76799,Course,221,2022-03-03 10:00:30.803467,2022-03-03 10:00:30.803467
76799,7.3,76800,Course,221,2022-03-03 10:00:31.978052,2022-03-03 10:00:31.978052
76800,2.3,76801,Course,221,2022-03-03 10:00:33.182986,2022-03-03 10:00:33.182986
76801,8.8,76802,Course,221,2022-03-03 10:00:34.301898,2022-03-03 10:00:34.301898
76802,1.5,76803,Course,221,2022-03-03 10:00:35.563598,2022-03-03 10:00:35.563598
76803,2.6,76804,Course,221,2022-03-03 10:00:36.76158,2022-03-03 10:00:36.76158
76804,7.6,76805,Course,221,2022-03-03 10:00:37.977066,2022-03-03 10:00:37.977066
76805,8.8,76806,Course,221,2022-03-03 10:00:39.177956,2022-03-03 10:00:39.177956
76806,5.6,76807,Course,221,2022-03-03 10:00:40.384753,2022-03-03 10:00:40.384753
76807,6.3,76808,Course,221,2022-03-03 10:00:41.573066,2022-03-03 10:00:41.573066
76808,6.1,76809,Course,221,2022-03-03 10:00:42.770656,2022-03-03 10:00:42.770656
76809,8.3,76810,Course,221,2022-03-03 10:00:44.016594,2022-03-03 10:00:44.016594
76810,7.8,76811,Course,221,2022-03-03 10:00:45.24518,2022-03-03 10:00:45.24518
76811,2.9,76812,Course,221,2022-03-03 10:00:46.370294,2022-03-03 10:00:46.370294
76812,4.1,76813,Course,221,2022-03-03 10:00:47.508547,2022-03-03 10:00:47.508547
76813,8.4,76814,Course,221,2022-03-03 10:00:48.653224,2022-03-03 10:00:48.653224
76814,7.2,76815,Course,221,2022-03-03 10:00:49.786101,2022-03-03 10:00:49.786101
76815,7.7,76816,Course,221,2022-03-03 10:00:50.952787,2022-03-03 10:00:50.952787
76816,4.7,76817,Course,221,2022-03-03 10:00:52.131747,2022-03-03 10:00:52.131747
76817,1.7,76818,Course,221,2022-03-03 10:00:53.278721,2022-03-03 10:00:53.278721
76818,0.6,76819,Course,221,2022-03-03 10:00:54.48885,2022-03-03 10:00:54.48885
76819,4.1,76820,Course,221,2022-03-03 10:00:55.69355,2022-03-03 10:00:55.69355
76820,6.6,76821,Course,221,2022-03-03 10:00:56.88508,2022-03-03 10:00:56.88508
76821,0.7,76822,Course,221,2022-03-03 10:00:58.067049,2022-03-03 10:00:58.067049
76822,1.5,76823,Course,221,2022-03-03 10:00:59.210827,2022-03-03 10:00:59.210827
76823,2.7,76824,Course,221,2022-03-03 10:01:00.408145,2022-03-03 10:01:00.408145
76824,9.9,76825,Course,221,2022-03-03 10:01:01.607759,2022-03-03 10:01:01.607759
76825,5.2,76826,Course,221,2022-03-03 10:01:02.863441,2022-03-03 10:01:02.863441
76826,3.9,76827,Course,221,2022-03-03 10:01:04.045432,2022-03-03 10:01:04.045432
76827,8.6,76828,Course,221,2022-03-03 10:01:05.224209,2022-03-03 10:01:05.224209
76828,6.4,76829,Course,221,2022-03-03 10:01:06.387749,2022-03-03 10:01:06.387749
76829,7.7,76830,Course,221,2022-03-03 10:01:07.583726,2022-03-03 10:01:07.583726
76830,7.7,76831,Course,221,2022-03-03 10:01:08.785648,2022-03-03 10:01:08.785648
76831,0.9,76832,Course,221,2022-03-03 10:01:10.007702,2022-03-03 10:01:10.007702
76832,5.6,76833,Course,221,2022-03-03 10:01:11.157168,2022-03-03 10:01:11.157168
76833,5.4,76834,Course,221,2022-03-03 10:01:12.30687,2022-03-03 10:01:12.30687
76834,6.3,76835,Course,221,2022-03-03 10:01:13.48092,2022-03-03 10:01:13.48092
76835,5.9,76836,Course,221,2022-03-03 10:01:14.621505,2022-03-03 10:01:14.621505
76836,5.9,76837,Course,221,2022-03-03 10:01:15.859771,2022-03-03 10:01:15.859771
76837,9.4,76838,Course,221,2022-03-03 10:01:17.014502,2022-03-03 10:01:17.014502
76838,8.4,76839,Course,221,2022-03-03 10:01:18.215438,2022-03-03 10:01:18.215438
76839,4.3,76840,Course,221,2022-03-03 10:01:19.380753,2022-03-03 10:01:19.380753
76840,7.9,76841,Course,221,2022-03-03 10:01:20.604765,2022-03-03 10:01:20.604765
76841,9.9,76842,Course,221,2022-03-03 10:01:21.738651,2022-03-03 10:01:21.738651
76842,1.6,76843,Course,221,2022-03-03 10:01:22.940334,2022-03-03 10:01:22.940334
76843,0.7,76844,Course,221,2022-03-03 10:01:24.153056,2022-03-03 10:01:24.153056
76844,8.7,76845,Course,221,2022-03-03 10:01:25.348552,2022-03-03 10:01:25.348552
76845,8.5,76846,Course,221,2022-03-03 10:01:26.513275,2022-03-03 10:01:26.513275
76846,7.5,76847,Course,221,2022-03-03 10:01:27.688269,2022-03-03 10:01:27.688269
76847,0.9,76848,Course,221,2022-03-03 10:01:28.872549,2022-03-03 10:01:28.872549
76848,6.5,76849,Course,221,2022-03-03 10:01:30.109154,2022-03-03 10:01:30.109154
76849,0.5,76850,Course,221,2022-03-03 10:01:31.293587,2022-03-03 10:01:31.293587
76850,4.9,76851,Course,221,2022-03-03 10:01:32.472955,2022-03-03 10:01:32.472955
76851,8.0,76852,Course,221,2022-03-03 10:01:33.668097,2022-03-03 10:01:33.668097
76852,1.2,76853,Course,221,2022-03-03 10:01:34.809873,2022-03-03 10:01:34.809873
76853,3.2,76854,Course,221,2022-03-03 10:01:36.017033,2022-03-03 10:01:36.017033
76854,9.3,76855,Course,221,2022-03-03 10:01:37.217212,2022-03-03 10:01:37.217212
76855,1.8,76856,Course,221,2022-03-03 10:01:38.435313,2022-03-03 10:01:38.435313
76856,5.9,76857,Course,221,2022-03-03 10:01:39.606885,2022-03-03 10:01:39.606885
76857,8.0,76858,Course,221,2022-03-03 10:01:40.807147,2022-03-03 10:01:40.807147
76858,7.1,76859,Course,221,2022-03-03 10:01:41.968681,2022-03-03 10:01:41.968681
76859,5.7,76860,Course,221,2022-03-03 10:01:43.181641,2022-03-03 10:01:43.181641
76860,2.8,76861,Course,221,2022-03-03 10:01:44.464317,2022-03-03 10:01:44.464317
76861,2.2,76862,Course,221,2022-03-03 10:01:45.680695,2022-03-03 10:01:45.680695
76862,5.9,76863,Course,221,2022-03-03 10:01:46.867004,2022-03-03 10:01:46.867004
76863,2.2,76864,Course,221,2022-03-03 10:01:47.995354,2022-03-03 10:01:47.995354
76864,8.8,76865,Course,221,2022-03-03 10:01:49.126377,2022-03-03 10:01:49.126377
76865,3.7,76866,Course,221,2022-03-03 10:01:50.26911,2022-03-03 10:01:50.26911
76866,8.3,76867,Course,221,2022-03-03 10:01:51.416371,2022-03-03 10:01:51.416371
76867,5.0,76868,Course,221,2022-03-03 10:01:52.667665,2022-03-03 10:01:52.667665
76868,5.3,76869,Course,221,2022-03-03 10:01:53.861974,2022-03-03 10:01:53.861974
76869,7.3,76870,Course,221,2022-03-03 10:01:55.031783,2022-03-03 10:01:55.031783
76870,9.2,76871,Course,221,2022-03-03 10:01:56.230368,2022-03-03 10:01:56.230368
